ID,YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,HOUSES_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION,URL,COMMENTS,eq,distance_to_city,city_name,city_pop,water_temp_change
2439,2004,12.0,26.0,0.0,58.0,3.3160000000000003,95.854,OFF W. COAST OF SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,9.1,30.0,,Extreme (~$25 million or more),Very Many (~1001 or more houses),Very Many (~1001 or more people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2439,"<blockquote><i>Reference #3969:</i></blockquote>227898 dead or missing, $9.9 billion. 1.7 million displaced.<blockquote><i>Reference #1610:</i></blockquote>The tsunami generated by the earthquake off the coast of northern Sumatra was recorded nearly world-wide and killed more people than any other tsunami in recorded history. More than 100,000 killed and 100,00 missing and presumed dead. The estimated material losses are $10 billion and insured losses are $2 billion. <blockquote><i>Reference #3757:</i></blockquote>Approximately 250,000 lives were lost.<blockquote><i>Reference #1928:</i></blockquote>$13.6 billion in aide was pledged.<blockquote><i>The estimates below are from References #1053 and #3969:</i></blockquote> <table><tr><td>Indonesia:</td><td>167,540 people killed or missing, 426,800 displaced in Aceh and Sumatera Utara Provinces. Wave heights of 30 m along the west coast of Sumatra.</td></tr><tr><td>Sri Lanka:</td><td>35,322 killed or missing, 552,600 displaced. Wave heights of 5-10 m.</td></tr><tr><td>India:</td><td>16,269 killed or missing, 112,500 displaced in Andhra Pradesh, Kerala, Pondicherry, Tamil Nadu and Andaman and Nicobar Is. Wave heights of 20 m in the Andaman Is. and 10 m on the east coast of India.</td></tr>
<tr><td>Thailand:</td><td>8,212 killed or missing, 8,400 injured. Wave heights of 3-5 m in the Phuket area.</td></tr><tr><td>Somalia:</td><td>289 killed, 5,000 displaced</td></tr><tr><td>Yemen:</td><td>2 killed</td></tr><tr><td>Myanmar:</td><td>61 killed or missing, 3,200 displaced</td></tr><tr><td>Tanzania:</td><td>13 killed</td></tr><tr><td>Maldives:</td><td>82 killed, 26 missing, 21,600 displaced</td></tr>
<tr><td>Malaysia:</td><td>75 killed or missing, 4,200 displaced</td></tr><tr><td>Seychelles:</td><td>2 killed</td></tr><tr><td>Bangladesh:</td><td>2 killed</td></tr><tr><td>Kenya:</td><td>1 killed</td></tr><tr><td>South Africa:</td><td>2 killed</td></tr><tr><td>Madagascar:</td><td>1,000 displaced</td></tr><tr><td>Mauritius:</td><td>some damage</td></tr><tr><td>Mozambique:</td><td>tsunami observed, no damage reported</td></tr>
<tr><td>Australia:</td><td>tsunami caused minor damage at Geraldton and Mangles Bay. People swept into the ocean at Delambre Is and Geographe Bay, but all survived.</td></tr></table><P>Seiches were observed in India and the United States. Subsidence and landslides were observed in Sumatra. A mud volcano near Baratang, Andaman Is. became active on December 28 and gas emissions were reported in Arakan, Myanmar. <P>NOAA/PMEL wave animations: <a href=""http://www.ngdc.noaa.gov/hazard/img/pmelTITOV-INDO2004.mov""  target=""blank""><B>Indian Ocean</B></a>, <a href=""http://www.ngdc.noaa.gov/hazard/img/indo_gl2.mov""  target=""blank""><B>Global</B></a><P>NOAA/PMEL calculated wave: <a href=""http://www.ngdc.noaa.gov/hazard/img/pmelmaxcomputedamplitude.gif""  target=""blank""><B>Amplitude</B></a>, <a href=""http://www.ngdc.noaa.gov/hazard/img/pmelwavetraveltime.gif""  target=""blank""><B>Travel time</B></a><P>More information: NOAA <a href=""http://www.noaanews.noaa.gov/stories2005/s2365.htm"" target=""blank""><B>Satellite Wave Height Measurements</B></a>, NOAA/NGDC <a href=""http://www.ngdc.noaa.gov/hazard/dmsp_banda_aceh.html"" target=""blank""><B>DMSP - OLS Light Detection</B></a>",1.0,314.7930876892702,Medan,2337958,6.407
3014,2004,12.0,23.0,14.0,59.0,-49.312,161.345,MACQUARIE ISLAND,AUSTRALIA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,8.1,10.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3014,,1.0,1757.9392313280784,Auckland,1606564,5.398
2436,2004,9.0,5.0,10.0,7.0,33.07,136.618,SOUTH COAST HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.2,14.0,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2436,"A local tsunami was generated with maximum recorded wave
heights (peak-to-trough) of 63 cm on Kozu-shima and 34
cm at Kushimoto. 
(reference #1053)",1.0,201.1079347573445,Osaka,19165340,6.407
3012,2004,11.0,2.0,10.0,2.0,49.277,-128.77200000000002,VANCOUVER ISLAND,CANADA,West Coast of North and Central America,Earthquake,Definite Tsunami,6.6,10.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3012,Careful examination of local tide guage stations by the Canadian Hydrographic Service revealed that this earthquake generated a small tsunami which was recorded at Tofino and Bamfield.  Trough-to-crest wave heights were 11 cm in Tofino and 6.5 cm in Bamfield.,1.0,411.68368617233654,Vancouver,2581079,6.407
2921,2004,11.0,28.0,18.0,32.0,43.006,145.119,HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.0,39.0,,Moderate (~$1 to $5 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2921,,1.0,306.84592169173106,Sapporo,2669680,6.407
3013,2004,11.0,11.0,21.0,26.0,-8.152000000000001,124.868,KEPULAUAN ALOR,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.5,10.0,,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3013,"According to an e-mail from Dr. Fauzi at Indonesias Meteorological & Geophysical Agency (BMG), dated
November 22 2004; a BMG team visited Alor and confirmed a tsunami with wave height from 1-2 meters and inundation to
50 meters had occurred. He also reported that inundation north of Kalabahi, on Mali Beach reached 30-50 meters inland. A news account posted to the Tsunami Bulletin Board, from News International Pakistan of November 13, 2004, reported over 17 killed in the earthquake with 160 others injured on Alor. The source also mentions that the earthquake was felt 50 kilometers away in the East Timor Capitol of Dili, where receding water grounded and caused some damage to a floating hotel in the harbor. (reference #2662)",1.0,689.3519603598388,Makassar,1583553,5.398
2693,2004,11.0,21.0,11.0,41.0,15.679,-61.706,"BASSE-TERRE, LES SAINTES",GUADELOUPE (FRENCH TERRITORY),Caribbean Sea,Earthquake,Definite Tsunami,6.3,14.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2693,"The earthquake occurred in the Dominica Passage, Lesser Antilles, an area between the island countries of Guadeloupe and Dominica. Most of the earthquake effects occurred in Guadeloupe. Zahibo et al. (Reference #1697) did field surveys in the area and discovered that the earthquake generated a weak tsunami with maximum amplitudes of +70 and -80 cm in neighboring islands.",1.0,561.6450510704573,San Juan,2448417,6.407
2434,2004,1.0,28.0,22.0,15.0,-3.12,127.4,SERAM ISLAND,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,6.7,17.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2434,A local tsunami was observed at Namlea. (reference #1053),1.0,914.3767864080701,Makassar,1583553,5.398
2547,2005,6.0,15.0,2.0,50.0,41.301,-125.97,N. CALIFORNIA,USA,West Coast of North and Central America,Earthquake,Definite Tsunami,7.2,10.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2547,,1.0,469.4808504138779,Salem,1102463,6.856
2548,2005,8.0,16.0,2.0,46.0,38.276,142.039,E. COAST HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.2,36.0,,Limited (<$1 million),Few (~1 to 50 houses),,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2548,"A local tsunami
was generated with a wave height of 10 cm on the coast
of northern Japan.   (reference #1053)",1.0,102.37372759578831,Sendai,2327417,6.856
2507,2005,4.0,10.0,10.0,29.0,-1.644,99.607,KEPULAUAN MENTAWAI,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,6.7,19.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2507,"A tsunami with a wave height of 40
cm was observed at Padang, Sumatra. (reference #1053)",1.0,115.79585890128753,Padang,980455,5.14
2590,2005,11.0,14.0,21.0,38.0,38.107,144.89600000000002,E. COAST HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.0,11.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2590,A small tsunami was observed at Ofunato and other coastal towns. (reference #1053),1.0,353.2092562834026,Sendai,2327417,6.856
4802,2005,2.0,14.0,18.0,5.0,15.775,-61.744,DOMINICA PASSAGE,GUADELOUPE (FRENCH TERRITORY),Caribbean Sea,Earthquake,Probable Tsunami,5.8,12.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4802,"Reports from two independent witnesses said that they observed the ""unusual surge"", one of them - from the house on the sea coast in Petites Anses (Terre-de-Bas, Les Saintes), and the second one - in the boat near the small island Le Coche, south-east from Terre-de-Bas. (reference #7278)",1.0,552.375601054245,San Juan,2448417,6.856
2466,2005,1.0,19.0,6.0,11.0,34.064,141.491,E. HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.6,28.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2466,A tsunami with a wave height of 30 cm was recorded on Miyake-jima. (reference #1053),1.0,239.39748604827238,Tokyo,37393128,6.856
2487,2005,3.0,28.0,16.0,9.0,2.085,97.108,INDONESIA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,8.6,30.0,,Extreme (~$25 million or more),Many (~101 to 1000 houses),Very Many (~1001 or more people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2487,"A 3 meter tsunami damaged the port and airport on Simeulue. Tsunami runup heights as high as 2 meters were observed on the west coast of Nias and 1 meter at Singkil and Meulaboh,
Sumatra. At least 10 people were killed during
evacuation of the coast of Sri Lanka.  Tsunami
wave heights (peak-to-trough) recorded from selected
tide stations: about 40 cm on Panjang, Indonesia;
about 25 cm at Colombo, Sri Lanka; 40 cm on Hanimadu,
18 cm at Male and 10 cm at Gan, Maldives. Initial
observations indicate about 1 meter of subsidence on
the coast of Kepulauan Banyak as well as 1 meter of
uplift on the coast of Simeulue. Seiches were observed
on ponds in West Bengal, India. (reference #1053)",1.0,240.81116102466459,Medan,2337958,6.856
2832,2006,7.0,17.0,8.0,19.0,-9.254,107.411,SOUTH OF JAVA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.7,34.0,,Extreme (~$25 million or more),Very Many (~1001 or more houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2832,"<P>Four-hundred and thirteen people killed, 2,741 injured and 15 missing in Ciamis; 62 people killed, 6,124 injured and 2 missing in Tasikmalaya; 15 people killed and 244 injured at Banjar; 1 person killed and 30 injured in Garut; 157 people killed, 104 injured and 15 missing in Cilacap; 10 people killed, 22 injured and 33 missing in Kebumen; 1 person killed in Banyumas; 3 people killed and 10 injured in Gunung Kidul; 3 people killed in Bantul. At least 1,540
buildings damaged or destroyed, 176 boats destroyed and many roads damaged in Jawa Barat. At least 83 buildings damaged and 698 boats damaged or destroyed in Jawa Tengah. Felt (IV) at Bandung, Jakarta, Pangandaran and Tasikmalaya; (III) at Cianjur; (II) at Karangkates, Sawahan and Yogyakarta. Felt at Banda Aceh, Sukabumi and Surabaya. Also felt at Broome, Australia; Subang Jaya, Malaysia and in Singapore. <B>All deaths and damage were a result of a tsunami</B> with maximum runup heights of 4.6 m at Widarapayung, 3.6 m at Cikembulan, 3.4 m at Parang Kusumo and 1.8 m at Pangandaran. Inundation was at least 457 m at Buntong, 422 m at Cikembulan and 304 m at Suwuk. Wave heights in centimeters (peak-to-trough) were recorded at the
following selected tide stations: 82.7 at Christmas Island, 28.8 at Hillarys, 19.5 at Esperance, 11.9 at Cocos Island and 4.5 at Broome, Australia; 24.3 at Benoa and 11.9 at Sabang, Indonesia; 21.4 at Hanimaadhoo, Maldives; 73.8 at Rodriguez, Mauritius. (ref #1053)
<P>This was a slow earthquake, meaning that the rupture occurred more slowly and took longer than in a normal earthquake. Slow earthquakes usually occur at very shallow depths and produce greater displacements than normal earthquakes. As a consequence, they are more likely to significantly displace the seabed and generate tsunamis. In addition, the magnitude of slow earthquakes may be underestimated by traditional magnitude calculations because the energy they radiate is deficient in high frequencies due to the slower rupture speed. Further, the strongest energy release of the earthquake may occur minutes after the initial rupture and thus not be captured by the initial magnitude calculation. This event was also called a tsunami earthquake, which is an earthquake that generates a tsunami much larger than expected given the earthquake magnitude. Tsunami earthquakes are often caused by slow earthquakes. According to a ReliefWeb report, on 19 July, Indonesian Vice President Jusuf Kalla announced that the death toll had reached 525 with 273 people missing. Most damage centred on the town of Pangandaran. More than 50,000 people were evacuated. (ref #9200)
<P>802 killed, 35,543 affected, $55 million damage. (ref #1250)
<P>A large tsunami occurred over more than 250 km of the south Java coast from Garut prefecture in the west to Yogyakarta prefecture in the east. In the heavily damaged area of Pangandaran, the estimated run-up heights from eyewitness accounts is 4 to 6 m. Along the southwest shore of Pangandaran National Park, which is a small spit that extends about a kilometer to the south, the tsunami was relatively small. From observations of markers consisting of lines of sands and leaves, the tsunami did not appear very highabout 1 to 2 m. Measurements of runup heights (Indonesia Ministry of Marine Affairs and Fisheries et al. 2006 and Kongko et al. 2006) show variable inundations ranging from 1 to 8 m across the region[...]Eyewitness accounts consistently mentioned two large waves with the second wave larger and about 10 to 20 minutes after the first[...]The largest loss of life was in the resort area of Pangandaran, where more than 200 people were killed. (ref #12565)",1.0,231.0853650241693,Tasikmalaya,1056485,5.39
2749,2006,5.0,3.0,15.0,26.0,-20.187,-174.123,TONGA,TONGA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,8.0,55.0,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2749,"A tsunami was generated with
recorded wave heights in meters (peak-to-trough) at
the following selected tide stations: 0.54 at Pago
Pago, American Samoa; 0.10 at Tofino, British
Columbia, Canada; 0.13 at Raratonga, Cook Islands;
0.07 at Suva, Fiji; 0.15 at Hanasaki, Japan; 0.48 at
Noumea, New Caledonia; 0.15 at Jackson Bay, New
Zealand; 0.42 on Niue; 0.42 at Apia, Samoa; 0.42 at
Nuku`alofa, Tonga; 0.13 at King Cove, Alaska, 0.54 at
Crescent City, California, 0.35 at Santa Barbara,
California, 0.10 at San Francisco, California, 0.49 at
Kahului, Hawaii, 0.12 at Portland, Oregon, 0.11 at La
Push, Washington, U.S.A; 0.45 at Port-Vila, Vanuatu. (reference #1053)",1.0,2139.7109432287384,Auckland,1606564,5.39
5727,2006,6.0,15.0,,,40.0,3.83,"CIUTADELLA, MENORCA ISLAND",SPAIN,Mediterranean Sea,Meteorological,Definite Tsunami,,,,Extreme (~$25 million or more),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5727,"On 15 June 2006 a destructive flood event (extreme rissaga) affected the west coast of Menorca Island, Baleares. The main impacted area was Ciutadella Harbour (Monserrat et al. 2006; Jansa et al. 2007). This was one of the strongest meteotsunamis ever observed in the world oceans. A sudden first negative (ebb) wave of more than 4 m caused a catastrophic drying of the main harbour located in the upper part of the inlet (see inset in Fig. 4b). Then, a few minutes later, a huge flood wave came (Vilibic et al. 2008). The maximum wave height was 45 m (even 6 m according to some witness reports).
<P>Around 100 boats were strongly damaged and 35 of them were sunk. The total damage cost was estimated to be of more than 30 million euros. A very abrupt pressure jump, accompanied by strong wind, caused by a squall line system, was found to be responsible for this extraordinary event. <P>(all above from reference #12544)",0.0,207.58466372173612,Barcelona,5585556,7.033
